Date;Price;;;
21/12/2020;49,15;;;
18/12/2020;48,1;;;
17/12/2020;48,85;;;
16/12/2020;49,25;;;
15/12/2020;50,1;;;
14/12/2020;49,5;;;
11/12/2020;48,1;;;
10/12/2020;47,5;;;
09/12/2020;47,2;;;
08/12/2020;46,7;;;
07/12/2020;46,7;;;
04/12/2020;46,95;;;
03/12/2020;46,05;;;
02/12/2020;46,45;;;
01/12/2020;46,1;;;
30/11/2020;46,5;;;
27/11/2020;45,3;;;
26/11/2020;44,75;;;
25/11/2020;44,7;;;
24/11/2020;43,25;;;
23/11/2020;43,25;;;
20/11/2020;42,1;;;
19/11/2020;42,4;;;
18/11/2020;43,4;;;
17/11/2020;43,3;;;
16/11/2020;43,82;;;
13/11/2020;42,95;;;
12/11/2020;42,4;;;
11/11/2020;43,2;;;
10/11/2020;42,6;;;
09/11/2020;43,1;;;
06/11/2020;42,85;;;
05/11/2020;42,9;;;
04/11/2020;41,6;;;
03/11/2020;41,85;;;
02/11/2020;41,25;;;
30/10/2020;41,65;;;
29/10/2020;42;;;
28/10/2020;42,15;;;
27/10/2020;42,9;;;
26/10/2020;43,5;;;
23/10/2020;44,3;;;
22/10/2020;43,35;;;
21/10/2020;43,1;;;
20/10/2020;43,7;;;
19/10/2020;44,2;;;
16/10/2020;44,65;;;
15/10/2020;44,5;;;
14/10/2020;44,5;;;
13/10/2020;44,5;;;
12/10/2020;44,65;;;
09/10/2020;45,2;;;
08/10/2020;45,9;;;
07/10/2020;45,6;;;
06/10/2020;45,35;;;
05/10/2020;46,05;;;
02/10/2020;45,15;;;
01/10/2020;45,95;;;
30/9/2020;47,2;;;
29/9/2020;47,9;;;
28/9/2020;46,5;;;
25/9/2020;46,6;;;
24/9/2020;47,3;;;
23/9/2020;47,35;;;
22/9/2020;46,5;;;
21/9/2020;46,75;;;
18/9/2020;47,85;;;
17/9/2020;48,15;;;
16/9/2020;48,7;;;
15/9/2020;48,95;;;
14/9/2020;48,8;;;
11/9/2020;47,5;;;
10/9/2020;47,6;;;
09/9/2020;47,45;;;
08/9/2020;47,35;;;
07/9/2020;47,3;;;
04/9/2020;48,3;;;
03/9/2020;48,5;;;
02/9/2020;47,5;;;
01/9/2020;47,85;;;
31/8/2020;47,5;;;
28/8/2020;48,05;;;
27/8/2020;46,9;;;
26/8/2020;46,8;;;
25/8/2020;46,1;;;
24/8/2020;45,5;;;
21/8/2020;44,9;;;
20/8/2020;45,15;;;
19/8/2020;45,15;;;
18/8/2020;45,2;;;
17/8/2020;45;;;
14/8/2020;44,25;;;
13/8/2020;44,98;;;
12/8/2020;45,3;;;
11/8/2020;45,3;;;
10/8/2020;45,55;;;
07/8/2020;45,55;;;
06/8/2020;45,55;;;
05/8/2020;45,2;;;
04/8/2020;45,75;;;
03/8/2020;46;;;
31/7/2020;44;;;
30/7/2020;44;;;
29/7/2020;44,5;;;
28/7/2020;43,85;;;
27/7/2020;43,6;;;
24/7/2020;44,75;;;
23/7/2020;45,3;;;
22/7/2020;44,25;;;
21/7/2020;44,3;;;
20/7/2020;44,5;;;
17/7/2020;45,85;;;
16/7/2020;46,25;;;
15/7/2020;47,75;;;
14/7/2020;47,35;;;
13/7/2020;48,1;;;
10/7/2020;46,85;;;
09/7/2020;47,7;;;
08/7/2020;47,8;;;
07/7/2020;48,15;;;
06/7/2020;48,15;;;
03/7/2020;46,9;;;
02/7/2020;48,5;;;
01/7/2020;48,5;;;
30/6/2020;48,75;;;
29/6/2020;48,6;;;
26/6/2020;47,8;;;
25/6/2020;47,8;;;
24/6/2020;48,55;;;
23/6/2020;48,5;;;
22/6/2020;47,7;;;
19/6/2020;47,75;;;
18/6/2020;47,2;;;
17/6/2020;46,4;;;
16/6/2020;46,4;;;
15/6/2020;45,4;;;
12/6/2020;45,95;;;
11/6/2020;46,05;;;
10/6/2020;46,3;;;
09/6/2020;46,25;;;
08/6/2020;47,2;;;
05/6/2020;46,85;;;
04/6/2020;46,35;;;
03/6/2020;46,05;;;
02/6/2020;45,75;;;
01/6/2020;44,95;;;
29/5/2020;45,4;;;
28/5/2020;45,6;;;
27/5/2020;47;;;
26/5/2020;47;;;
25/5/2020;46,5;;;
22/5/2020;45,45;;;
21/5/2020;45,2;;;
20/5/2020;45,1;;;
19/5/2020;44,5;;;
18/5/2020;45,28;;;
15/5/2020;44,8;;;
14/5/2020;44,1;;;
13/5/2020;43,9;;;
12/5/2020;44,8;;;
11/5/2020;45,75;;;
08/5/2020;44,75;;;
07/5/2020;44,3;;;
06/5/2020;43,2;;;
05/5/2020;43,2;;;
04/5/2020;43,2;;;
01/5/2020;43,1;;;
30/4/2020;43,05;;;
29/4/2020;43,7;;;
28/4/2020;44,15;;;
27/4/2020;43,95;;;
24/4/2020;44,4;;;
23/4/2020;43,6;;;
22/4/2020;43,6;;;
21/4/2020;42;;;
20/4/2020;43,7;;;
17/4/2020;43,95;;;
16/4/2020;42,5;;;
15/4/2020;40,8;;;
14/4/2020;41,2;;;
10/4/2020;42,35;;;
09/4/2020;42,35;;;
08/4/2020;42,6;;;
07/4/2020;43,2;;;
06/4/2020;42,5;;;
03/4/2020;40,3;;;
02/4/2020;40,1;;;
01/4/2020;39,25;;;
31/3/2020;39,55;;;
30/3/2020;39,1;;;
27/3/2020;39,15;;;
26/3/2020;40,05;;;
25/3/2020;39,2;;;
24/3/2020;38,95;;;
23/3/2020;37,8;;;
20/3/2020;38,2;;;
19/3/2020;38,1;;;
18/3/2020;37,2;;;
17/3/2020;39,25;;;
16/3/2020;40,4;;;
13/3/2020;41,15;;;
12/3/2020;41,5;;;
11/3/2020;42,3;;;
10/3/2020;42,6;;;
09/3/2020;41,45;;;
06/3/2020;42,15;;;
05/3/2020;42,85;;;
04/3/2020;42,7;;;
03/3/2020;42,5;;;
02/3/2020;42,15;;;
28/2/2020;42;;;
27/2/2020;42,05;;;
26/2/2020;42,6;;;
25/2/2020;42,9;;;
24/2/2020;42,8;;;
21/2/2020;43,7;;;
20/2/2020;44,2;;;
19/2/2020;44,35;;;
18/2/2020;45,4;;;
17/2/2020;44,8;;;
14/2/2020;44,2;;;
13/2/2020;44;;;
12/2/2020;43,55;;;
11/2/2020;42,5;;;
10/2/2020;42,2;;;
07/2/2020;42,65;;;
06/2/2020;42,55;;;
05/2/2020;42,95;;;
04/2/2020;42;;;
03/2/2020;41,8;;;
31/1/2020;42,7;;;
30/1/2020;42,9;;;
29/1/2020;43,65;;;
28/1/2020;44,5;;;
27/1/2020;44;;;
24/1/2020;43,9;;;
23/1/2020;44,25;;;
22/1/2020;44,8;;;
21/1/2020;44,7;;;
20/1/2020;44,85;;;
17/1/2020;45,4;;;
16/1/2020;45,45;;;
15/1/2020;45,85;;;
14/1/2020;45,6;;;
13/1/2020;46,3;;;
10/1/2020;46,45;;;
09/1/2020;46,55;;;
08/1/2020;46,25;;;
07/1/2020;46,15;;;
06/1/2020;46;;;
03/1/2020;45,6;;;
02/1/2020;45,6;;;
01/1/2020;46,3;;;
31/12/2019;43,5;;;
30/12/2019;43,5;;;
27/12/2019;43,35;;;
24/12/2019;44,7;;;
23/12/2019;44,7;;;
20/12/2019;45,5;;;
19/12/2019;46,45;;;
18/12/2019;46,05;;;
17/12/2019;45,9;;;
16/12/2019;45,15;;;
13/12/2019;45,35;;;
12/12/2019;46,6;;;
11/12/2019;46;;;
10/12/2019;46,4;;;
09/12/2019;46,9;;;
06/12/2019;47,7;;;
05/12/2019;47,55;;;
04/12/2019;47,7;;;
03/12/2019;47,75;;;
02/12/2019;48,25;;;
29/11/2019;49,2;;;
28/11/2019;49,35;;;
27/11/2019;49,25;;;
26/11/2019;48,6;;;
25/11/2019;49,1;;;
22/11/2019;49,1;;;
21/11/2019;48,2;;;
20/11/2019;48;;;
19/11/2019;47,9;;;
18/11/2019;47,75;;;
15/11/2019;48,25;;;
14/11/2019;47,95;;;
13/11/2019;48,05;;;
12/11/2019;48,05;;;
11/11/2019;48,4;;;
08/11/2019;48,45;;;
07/11/2019;48,8;;;
06/11/2019;49,25;;;
05/11/2019;49,85;;;
04/11/2019;49,15;;;
01/11/2019;49,1;;;
31/10/2019;49,4;;;
30/10/2019;49,7;;;
29/10/2019;49,8;;;
28/10/2019;49,7;;;
25/10/2019;50,1;;;
24/10/2019;50,25;;;
23/10/2019;50,35;;;
22/10/2019;50,75;;;
21/10/2019;51,55;;;
18/10/2019;51,3;;;
17/10/2019;51,3;;;
16/10/2019;51,9;;;
15/10/2019;51,5;;;
14/10/2019;51,2;;;
11/10/2019;51,5;;;
10/10/2019;50,25;;;
09/10/2019;49,7;;;
08/10/2019;49,55;;;
07/10/2019;49,35;;;
04/10/2019;49,4;;;
03/10/2019;49,05;;;
02/10/2019;50;;;
01/10/2019;50,9;;;
30/9/2019;50,9;;;
27/9/2019;50,85;;;
26/9/2019;51,2;;;
25/9/2019;51,35;;;
24/9/2019;52;;;
23/9/2019;52,2;;;
20/9/2019;53;;;
19/9/2019;52,35;;;
18/9/2019;51,85;;;
17/9/2019;53,5;;;
16/9/2019;55;;;
13/9/2019;52,8;;;
12/9/2019;53,05;;;
11/9/2019;53,52;;;
10/9/2019;53,6;;;
09/9/2019;49,95;;;
06/9/2019;49,3;;;
05/9/2019;49,6;;;
04/9/2019;49,55;;;
03/9/2019;48,75;;;
02/9/2019;48,85;;;
30/8/2019;49,9;;;
29/8/2019;49,35;;;
28/8/2019;48,7;;;
27/8/2019;48,6;;;
26/8/2019;49,5;;;
23/8/2019;48,9;;;
22/8/2019;49,75;;;
21/8/2019;49,9;;;
20/8/2019;50,4;;;
19/8/2019;50,55;;;
16/8/2019;50,25;;;
15/8/2019;51,4;;;
14/8/2019;50,95;;;
13/8/2019;51,35;;;
12/8/2019;51,75;;;
09/8/2019;52,4;;;
08/8/2019;52,55;;;
07/8/2019;51,9;;;
06/8/2019;51,95;;;
05/8/2019;52,9;;;
02/8/2019;53,4;;;
01/8/2019;53,45;;;
31/7/2019;52,6;;;
30/7/2019;52,3;;;
29/7/2019;53,25;;;
26/7/2019;53,4;;;
25/7/2019;54,6;;;
24/7/2019;54,6;;;
23/7/2019;55,2;;;
22/7/2019;54,2;;;
19/7/2019;54,65;;;
18/7/2019;53,25;;;
17/7/2019;53,5;;;
16/7/2019;53,6;;;
15/7/2019;54,75;;;
12/7/2019;54,5;;;
11/7/2019;53,45;;;
10/7/2019;52,35;;;
09/7/2019;51,7;;;
08/7/2019;52,05;;;
05/7/2019;51,2;;;
04/7/2019;50,8;;;
03/7/2019;50,8;;;
02/7/2019;51,9;;;
01/7/2019;52,1;;;
28/6/2019;51,4;;;
27/6/2019;52,35;;;
26/6/2019;52,25;;;
25/6/2019;51,6;;;
24/6/2019;51,8;;;
21/6/2019;50,8;;;
20/6/2019;49,85;;;
19/6/2019;50,15;;;
18/6/2019;50,3;;;
17/6/2019;50,7;;;
14/6/2019;50,25;;;
13/6/2019;50,2;;;
12/6/2019;50,35;;;
11/6/2019;50,9;;;
10/6/2019;51;;;
07/6/2019;50,75;;;
06/6/2019;49,65;;;
05/6/2019;50,1;;;
04/6/2019;49,9;;;
03/6/2019;49,45;;;
31/5/2019;50,15;;;
30/5/2019;51,35;;;
29/5/2019;51,75;;;
28/5/2019;51,65;;;
27/5/2019;51,75;;;
24/5/2019;51,5;;;
23/5/2019;51,75;;;
22/5/2019;52,05;;;
21/5/2019;51,1;;;
20/5/2019;51,45;;;
17/5/2019;51,45;;;
16/5/2019;52,5;;;
15/5/2019;52,2;;;
14/5/2019;51,55;;;
13/5/2019;52,05;;;
10/5/2019;52,3;;;
09/5/2019;53;;;
08/5/2019;53;;;
07/5/2019;52,5;;;
06/5/2019;53,45;;;
03/5/2019;51,5;;;
02/5/2019;51,2;;;
01/5/2019;52,45;;;
30/4/2019;52,35;;;
29/4/2019;52,6;;;
26/4/2019;52,45;;;
25/4/2019;53,3;;;
24/4/2019;53,3;;;
23/4/2019;53,6;;;
18/4/2019;54,05;;;
17/4/2019;54,05;;;
16/4/2019;53,2;;;
15/4/2019;53,85;;;
12/4/2019;54;;;
11/4/2019;54;;;
10/4/2019;54,4;;;
09/4/2019;52,75;;;
08/4/2019;52,2;;;
05/4/2019;52,8;;;
04/4/2019;51,6;;;
03/4/2019;50,1;;;
02/4/2019;48,55;;;
01/4/2019;48,8;;;
29/3/2019;49,35;;;
28/3/2019;50,4;;;
27/3/2019;50,25;;;
26/3/2019;49,6;;;
25/3/2019;48,65;;;
22/3/2019;48,9;;;
21/3/2019;49,45;;;
20/3/2019;49,2;;;
19/3/2019;49,05;;;
18/3/2019;48,9;;;
15/3/2019;49,5;;;
14/3/2019;50,35;;;
13/3/2019;49,8;;;
12/3/2019;51,5;;;
11/3/2019;51;;;
08/3/2019;51,4;;;
07/3/2019;51,35;;;
06/3/2019;51;;;
05/3/2019;52,1;;;
04/3/2019;52,5;;;
01/3/2019;51,75;;;
28/2/2019;51;;;
27/2/2019;50,6;;;
26/2/2019;48,5;;;
25/2/2019;49;;;
22/2/2019;48,9;;;
21/2/2019;49,3;;;
20/2/2019;50,2;;;
19/2/2019;49,5;;;
18/2/2019;49,6;;;
15/2/2019;49,6;;;
14/2/2019;49,1;;;
13/2/2019;49,3;;;
12/2/2019;49,15;;;
11/2/2019;49,8;;;
08/2/2019;50;;;
07/2/2019;52,15;;;
06/2/2019;52,15;;;
05/2/2019;51,5;;;
04/2/2019;50,7;;;
01/2/2019;51,55;;;
31/1/2019;51,55;;;
30/1/2019;52,65;;;
29/1/2019;53;;;
28/1/2019;53;;;
25/1/2019;53,57;;;
24/1/2019;54,5;;;
23/1/2019;55,45;;;
22/1/2019;54,8;;;
21/1/2019;54,1;;;
18/1/2019;55,4;;;
17/1/2019;54,5;;;
16/1/2019;53;;;
15/1/2019;51,6;;;
14/1/2019;51,25;;;
11/1/2019;52;;;
10/1/2019;51,05;;;
09/1/2019;51,2;;;
08/1/2019;51,6;;;
07/1/2019;51;;;
04/1/2019;52,8;;;
03/1/2019;52;;;
02/1/2019;54,5;;;
28/12/2018;60;;;
27/12/2018;60,18;;;
21/12/2018;61,35;;;
20/12/2018;60,95;;;
19/12/2018;62,05;;;
18/12/2018;61,2;;;
17/12/2018;62;;;
14/12/2018;61,3;;;
13/12/2018;60,1;;;
12/12/2018;58,85;;;
11/12/2018;57,9;;;
10/12/2018;57,75;;;
07/12/2018;57,4;;;
06/12/2018;56,8;;;
05/12/2018;57,05;;;
04/12/2018;57,9;;;
03/12/2018;58,35;;;
30/11/2018;57,56;;;
29/11/2018;57,3;;;
28/11/2018;56,7;;;
27/11/2018;57,25;;;
26/11/2018;56,4;;;
23/11/2018;57,4;;;
22/11/2018;57,3;;;
21/11/2018;56,85;;;
20/11/2018;56;;;
19/11/2018;55,5;;;
16/11/2018;58,5;;;
15/11/2018;57,9;;;
14/11/2018;57,3;;;
13/11/2018;58,1;;;
12/11/2018;58,2;;;
09/11/2018;55,7;;;
08/11/2018;55,9;;;
07/11/2018;55,3;;;
06/11/2018;53,25;;;
05/11/2018;53,5;;;
02/11/2018;53,9;;;
01/11/2018;52,5;;;
31/10/2018;53,75;;;
30/10/2018;53,55;;;
29/10/2018;55;;;
26/10/2018;55,95;;;
25/10/2018;56,8;;;
24/10/2018;56,75;;;
23/10/2018;56,4;;;
22/10/2018;57,1;;;
19/10/2018;58,3;;;
18/10/2018;57;;;
17/10/2018;56,5;;;
16/10/2018;56,75;;;
15/10/2018;57,25;;;
12/10/2018;57,25;;;
11/10/2018;56,4;;;
10/10/2018;57,15;;;
09/10/2018;59;;;
08/10/2018;60,5;;;
05/10/2018;60,9;;;
04/10/2018;60,6;;;
03/10/2018;60,2;;;
02/10/2018;60,25;;;
01/10/2018;59,45;;;
28/9/2018;59,25;;;
27/9/2018;59,4;;;
26/9/2018;59,05;;;
25/9/2018;61,5;;;
24/9/2018;62,3;;;
21/9/2018;60,75;;;
20/9/2018;61,35;;;
19/9/2018;60;;;
18/9/2018;58,7;;;
17/9/2018;59,4;;;
14/9/2018;56,75;;;
13/9/2018;57,1;;;
12/9/2018;60,8;;;
11/9/2018;62,75;;;
10/9/2018;63;;;
07/9/2018;59,9;;;
06/9/2018;58,25;;;
05/9/2018;56,8;;;
04/9/2018;56,05;;;
03/9/2018;55,25;;;
31/8/2018;56,6;;;
30/8/2018;56,7;;;
29/8/2018;55,6;;;
28/8/2018;55,4;;;
27/8/2018;55,15;;;
24/8/2018;54,05;;;
23/8/2018;53,95;;;
22/8/2018;53,1;;;
21/8/2018;52,6;;;
20/8/2018;52,15;;;
17/8/2018;51,6;;;
16/8/2018;50,9;;;
15/8/2018;51;;;
14/8/2018;50,6;;;
13/8/2018;50,4;;;
10/8/2018;49,65;;;
09/8/2018;49,35;;;
08/8/2018;49,2;;;
07/8/2018;49,65;;;
06/8/2018;49,3;;;
03/8/2018;48,9;;;
02/8/2018;48,8;;;
01/8/2018;48,9;;;
31/7/2018;48,8;;;
30/7/2018;49;;;
27/7/2018;49,1;;;
26/7/2018;49,4;;;
25/7/2018;50,05;;;
24/7/2018;50;;;
23/7/2018;49,75;;;
20/7/2018;49,15;;;
19/7/2018;49,95;;;
18/7/2018;49,3;;;
17/7/2018;48,45;;;
16/7/2018;48,75;;;
13/7/2018;49,1;;;
12/7/2018;49,45;;;
11/7/2018;50,45;;;
10/7/2018;50,4;;;
09/7/2018;50;;;
06/7/2018;49,25;;;
05/7/2018;49,25;;;
04/7/2018;48,8;;;
03/7/2018;48,9;;;
02/7/2018;48,65;;;
29/6/2018;48,1;;;
28/6/2018;47,8;;;
27/6/2018;47,45;;;
26/6/2018;46,25;;;
25/6/2018;46,2;;;
22/6/2018;46,1;;;
21/6/2018;45,75;;;
20/6/2018;45,9;;;
19/6/2018;46,6;;;
18/6/2018;47;;;
15/6/2018;46,2;;;
14/6/2018;46,95;;;
13/6/2018;46,8;;;
12/6/2018;46,55;;;
11/6/2018;45,6;;;
08/6/2018;46,3;;;
07/6/2018;45,8;;;
06/6/2018;45,55;;;
05/6/2018;46;;;
04/6/2018;46,2;;;
01/6/2018;44,85;;;
31/5/2018;45,75;;;
30/5/2018;47;;;
29/5/2018;47,25;;;
28/5/2018;47;;;
25/5/2018;46,7;;;
24/5/2018;47,8;;;
23/5/2018;47,75;;;
22/5/2018;48;;;
21/5/2018;47,15;;;
18/5/2018;46,75;;;
17/5/2018;47,35;;;
16/5/2018;46,55;;;
15/5/2018;46,25;;;
14/5/2018;46,25;;;
11/5/2018;45,6;;;
10/5/2018;45,15;;;
09/5/2018;44,8;;;
08/5/2018;44;;;
07/5/2018;44,25;;;
04/5/2018;43,65;;;
03/5/2018;43,3;;;
02/5/2018;43,3;;;
01/5/2018;43,8;;;
30/4/2018;44;;;
27/4/2018;43,6;;;
26/4/2018;43,25;;;
25/4/2018;42,8;;;
24/4/2018;42,75;;;
23/4/2018;42,9;;;
20/4/2018;42,7;;;
19/4/2018;43;;;
18/4/2018;42,85;;;
17/4/2018;42,5;;;
16/4/2018;43,35;;;
13/4/2018;43;;;
12/4/2018;42,45;;;
11/4/2018;42,25;;;
10/4/2018;41,95;;;
09/4/2018;41,85;;;
06/4/2018;41,3;;;
05/4/2018;40,9;;;
04/4/2018;40,9;;;
03/4/2018;41,25;;;
02/4/2018;41,48;;;
30/3/2018;41,15;;;
29/3/2018;41,15;;;
28/3/2018;40,8;;;
27/3/2018;40,95;;;
26/3/2018;40,35;;;
23/3/2018;40,55;;;
22/3/2018;40,6;;;
21/3/2018;40,5;;;
20/3/2018;40,2;;;
19/3/2018;39,45;;;
16/3/2018;39,7;;;
15/3/2018;39,85;;;
14/3/2018;39,6;;;
13/3/2018;40;;;
12/3/2018;40;;;
09/3/2018;39,85;;;
08/3/2018;39,75;;;
07/3/2018;39,45;;;
06/3/2018;39,35;;;
05/3/2018;39,35;;;
02/3/2018;38,75;;;
01/3/2018;39,1;;;
28/2/2018;39,4;;;
27/2/2018;39,3;;;
26/2/2018;39,3;;;
23/2/2018;39,9;;;
22/2/2018;39,8;;;
21/2/2018;39,75;;;
20/2/2018;40;;;
19/2/2018;40,05;;;
16/2/2018;39,45;;;
15/2/2018;39,2;;;
14/2/2018;39,45;;;
13/2/2018;39,45;;;
12/2/2018;38,95;;;
09/2/2018;38,65;;;
08/2/2018;38,8;;;
07/2/2018;39,1;;;
06/2/2018;38,9;;;
05/2/2018;38,75;;;
02/2/2018;39,15;;;
01/2/2018;39,4;;;
31/1/2018;39,75;;;
30/1/2018;39,5;;;
29/1/2018;40,45;;;
26/1/2018;40,4;;;
25/1/2018;40,3;;;
24/1/2018;40,45;;;
23/1/2018;40,45;;;
22/1/2018;40,5;;;
19/1/2018;40,4;;;
18/1/2018;40,2;;;
17/1/2018;40,15;;;
16/1/2018;40,45;;;
15/1/2018;40,35;;;
12/1/2018;41;;;
11/1/2018;40,75;;;
10/1/2018;41,1;;;
09/1/2018;41,25;;;
08/1/2018;41,4;;;
05/1/2018;41,55;;;
04/1/2018;41,5;;;
03/1/2018;41,7;;;
02/1/2018;41,75;;;
01/1/2018;42,14;;;
29/12/2017;44;;;
28/12/2017;44;;;
27/12/2017;43,96;;;
26/12/2017;44,53;;;
25/12/2017;44,05;;;
22/12/2017;44,1;;;
21/12/2017;44,05;;;
20/12/2017;44;;;
19/12/2017;43,5;;;
18/12/2017;43,9;;;
15/12/2017;44,15;;;
14/12/2017;43,8;;;
13/12/2017;43,6;;;
12/12/2017;44,1;;;
11/12/2017;43,5;;;
08/12/2017;43,3;;;
07/12/2017;43;;;
06/12/2017;42,9;;;
05/12/2017;43,4;;;
04/12/2017;43,6;;;
01/12/2017;43,2;;;
30/11/2017;42,7;;;
29/11/2017;42,75;;;
28/11/2017;42,45;;;
27/11/2017;42,6;;;
24/11/2017;42,7;;;
23/11/2017;42,3;;;
22/11/2017;41,7;;;
21/11/2017;41,55;;;
20/11/2017;41,55;;;
17/11/2017;41,6;;;
16/11/2017;41,65;;;
15/11/2017;41,7;;;
14/11/2017;41,7;;;
13/11/2017;41,95;;;
10/11/2017;42,05;;;
09/11/2017;42,1;;;
08/11/2017;42,25;;;
07/11/2017;42;;;
06/11/2017;42;;;
03/11/2017;41,55;;;
02/11/2017;42,3;;;
01/11/2017;42,1;;;
31/10/2017;42,1;;;
30/10/2017;41,85;;;
27/10/2017;42,15;;;
26/10/2017;41,8;;;
25/10/2017;41,95;;;
24/10/2017;41,4;;;
23/10/2017;41,15;;;
20/10/2017;41,3;;;
19/10/2017;41,85;;;
18/10/2017;42,75;;;
17/10/2017;42,3;;;
16/10/2017;42,4;;;
13/10/2017;42,75;;;
12/10/2017;42,7;;;
11/10/2017;43,15;;;
10/10/2017;42,5;;;
09/10/2017;42,4;;;
06/10/2017;42,55;;;
05/10/2017;42,45;;;
04/10/2017;42;;;
03/10/2017;41,6;;;
02/10/2017;41,2;;;
29/9/2017;41,5;;;
28/9/2017;41,75;;;
27/9/2017;41,4;;;
26/9/2017;41,55;;;
25/9/2017;42,2;;;
22/9/2017;41,25;;;
21/9/2017;41,7;;;
20/9/2017;42,4;;;
19/9/2017;42,7;;;
18/9/2017;41,85;;;
15/9/2017;41,9;;;
14/9/2017;42,5;;;
13/9/2017;42,15;;;
12/9/2017;41,4;;;
11/9/2017;41,8;;;
08/9/2017;41,55;;;
07/9/2017;41,2;;;
06/9/2017;41,2;;;
05/9/2017;41,15;;;
04/9/2017;40,35;;;
01/9/2017;40,3;;;
31/8/2017;40,15;;;
30/8/2017;40,3;;;
29/8/2017;40,45;;;
28/8/2017;40,75;;;
25/8/2017;40,3;;;
24/8/2017;40;;;
23/8/2017;39,8;;;
22/8/2017;39,25;;;
21/8/2017;39,3;;;
18/8/2017;40,1;;;
17/8/2017;39,75;;;
16/8/2017;39,4;;;
15/8/2017;38,1;;;
14/8/2017;38,35;;;
11/8/2017;37,85;;;
10/8/2017;37,4;;;
09/8/2017;37,2;;;
08/8/2017;36,75;;;
07/8/2017;37,05;;;
04/8/2017;36,95;;;
03/8/2017;36,85;;;
02/8/2017;36,85;;;
01/8/2017;36,95;;;
31/7/2017;37,05;;;
28/7/2017;36,85;;;
27/7/2017;37,1;;;
26/7/2017;37,2;;;
25/7/2017;36,95;;;
24/7/2017;36,9;;;
21/7/2017;37,4;;;
20/7/2017;37,45;;;
19/7/2017;37,25;;;
18/7/2017;37,3;;;
17/7/2017;37,25;;;
14/7/2017;36,8;;;
13/7/2017;37,05;;;
12/7/2017;37;;;
11/7/2017;37;;;
10/7/2017;37,3;;;
07/7/2017;37,5;;;
06/7/2017;37,3;;;
05/7/2017;37,1;;;
04/7/2017;37,05;;;
03/7/2017;36,8;;;
30/6/2017;36,65;;;
29/6/2017;36,8;;;
28/6/2017;36,85;;;
27/6/2017;36,7;;;
26/6/2017;36,45;;;
23/6/2017;36,45;;;
22/6/2017;36,85;;;
21/6/2017;36,95;;;
20/6/2017;37,1;;;
19/6/2017;36,85;;;
16/6/2017;36,55;;;
15/6/2017;36,45;;;
14/6/2017;36,35;;;
13/6/2017;36,05;;;
12/6/2017;35,9;;;
09/6/2017;36,4;;;
08/6/2017;36,3;;;
07/6/2017;36;;;
06/6/2017;36,05;;;
05/6/2017;36,35;;;
02/6/2017;36,25;;;
01/6/2017;35,95;;;
31/5/2017;36;;;
30/5/2017;36,4;;;
29/5/2017;36,15;;;
26/5/2017;36;;;
25/5/2017;36,05;;;
24/5/2017;36,25;;;
23/5/2017;36,15;;;
22/5/2017;36,2;;;
19/5/2017;36;;;
18/5/2017;35,9;;;
17/5/2017;35,6;;;
16/5/2017;35,4;;;
15/5/2017;35,33;;;
12/5/2017;35,1;;;
11/5/2017;35,3;;;
10/5/2017;35,4;;;
09/5/2017;35,35;;;
08/5/2017;35,25;;;
05/5/2017;35,5;;;
04/5/2017;35,45;;;
03/5/2017;35,7;;;
02/5/2017;35,65;;;
01/5/2017;35,98;;;
28/4/2017;35,65;;;
27/4/2017;35,65;;;
26/4/2017;35,5;;;
25/4/2017;35,2;;;
24/4/2017;35,55;;;
21/4/2017;35,6;;;
20/4/2017;35,6;;;
19/4/2017;35,85;;;
18/4/2017;35,75;;;
14/4/2017;35,89;;;
13/4/2017;35,75;;;
12/4/2017;35,45;;;
11/4/2017;34,9;;;
10/4/2017;35,65;;;
07/4/2017;36,1;;;
06/4/2017;36,15;;;
05/4/2017;35,95;;;
04/4/2017;35,8;;;
03/4/2017;36,1;;;
31/3/2017;35,45;;;
30/3/2017;35,45;;;
29/3/2017;35,1;;;
28/3/2017;34,15;;;
27/3/2017;33,5;;;
24/3/2017;34,3;;;
23/3/2017;34,18;;;
22/3/2017;34;;;
21/3/2017;34,1;;;
20/3/2017;34,4;;;
17/3/2017;34,6;;;
16/3/2017;34,5;;;
15/3/2017;34,9;;;
14/3/2017;34,85;;;
13/3/2017;34,8;;;
10/3/2017;35;;;
09/3/2017;34,75;;;
08/3/2017;35,25;;;
07/3/2017;35,3;;;
06/3/2017;35,55;;;
03/3/2017;35,55;;;
02/3/2017;35,85;;;
01/3/2017;36,3;;;
28/2/2017;35,75;;;
27/2/2017;36,1;;;
24/2/2017;36,5;;;
23/2/2017;36,45;;;
22/2/2017;36,1;;;
21/2/2017;36,1;;;
20/2/2017;36,45;;;
17/2/2017;35,45;;;
16/2/2017;35,9;;;
15/2/2017;36,05;;;
14/2/2017;35,45;;;
13/2/2017;35,45;;;
10/2/2017;36;;;
09/2/2017;36;;;
08/2/2017;35,85;;;
07/2/2017;35,55;;;
06/2/2017;35,6;;;
03/2/2017;36;;;
02/2/2017;36;;;
01/2/2017;36,25;;;
31/1/2017;35,8;;;
30/1/2017;35,78;;;
27/1/2017;35,3;;;
26/1/2017;35,45;;;
25/1/2017;36,1;;;
24/1/2017;36,25;;;
23/1/2017;37,1;;;
